date,country,election,status
"May 14, 2001",Republic of the Philippines,Election for Kapulungan Ng Mga Kinatawan (Philippine House of Representatives),Held
"May 13, 2001",Italian Republic,Election for Camera dei Deputati (Italian Chamber of Deputies),Held
"May 13, 2001",Italian Republic,Election for Senato della Repubblica (Itialian Senate),Held
"May 13, 2001",Basque Country,Election for Eusko Legebiltzarra (Basque Parliament),Held
"April 29, 2001",Republic of Senegal,Election for Assemblée Nationale (Senegalese National Assembly),Held
"April 8, 2001",Republic of Peru,Election for President,Held
"April 8, 2001",Republic of Peru,Election for Congreso de la República (Peruvian Congress of the Republic),Held
"March 28, 2001",Saint Vincent and the Grenadines,Election for Saint Vincentian House of Assembly,Held
"March 19, 2001",Cooperative Republic of Guyana,Election for Guyanese National Assembly,Held
"March 18, 2001",Republic of Benin,Election for President,Held
"March 12, 2001",Republic of Uganda,Election for President,Held
"March 6, 2001",Federated States Of Micronesia,Election for Congress of the Federated States of Micronesia,Held
"March 4, 2001",Republic of Benin,Election for President,Held
"March 2, 2001",Independent State of Samoa,Election for Fono (Samoan Legislative Assembly),Held
"Feb. 25, 2001",Republic of Moldova,Election for Parlament (Moldovan Parliament),Held
"Feb. 25, 2001",Republic of Cabo Verde,Election for President,Held
"Feb. 20, 2001",Republic of Yemen,Referendum,Held
"Feb. 14, 2001",Kingdom of Bahrain,Referendum,Held
"Feb. 11, 2001",Republic of Cabo Verde,Election for President,Held
"Feb. 11, 2001",Principality of Liechtenstein,Election for Landtag (Liechtenstein Parliament),Held
"Feb. 9, 2001",Principality of Liechtenstein,Election for Landtag (Liechtenstein Parliament),Held
"Jan. 14, 2001",Republic of Cabo Verde,Election for Assembleia Nacional (Cabo Verdean National Assembly),Held
"Jan. 14, 2001",Portuguese Republic,Election for President,Held
"Jan. 7, 2001",Republic of Senegal,Referendum,Held
"Jan. 6, 2001",Kingdom of Thailand,Election for Sapha Phuthaen Ratsadon (Thai House of Representatives),Held
"Jan. 6, 2001",Kingdom of Thailand,Election for Sapha Phuthaen Ratsadon (Thai House of Representatives),Held
"Dec. 28, 2000",Republic of Ghana,Election for President,Held
"Dec. 23, 2000",Republic of Serbia,Election for Narodna skupština (Serbian National Assembly),Held
"Dec. 11, 2000",Republic of Trinidad and Tobago,Election for Trinidadian House of Representatives,Held
"Dec. 10, 2000",Romania,Election for President,Held
"Dec. 10, 2000",Republic of Côte d'Ivoire,Election for Assemblee Nationale (Ivoirian National Assembly),Held
"Dec. 7, 2000",Republic of Ghana,Election for Ghanaian Parliament,Held
"Dec. 7, 2000",Republic of Ghana,Election for President,Held
"Nov. 26, 2000",Romania,Election for Senat (Romanian Senate),Held
"Nov. 26, 2000",Romania,Election for Camera Deputaţilor (Romanian Chamber of Deputies),Held
"Nov. 26, 2000",Republic of Haiti,Election for President,Held
"Nov. 26, 2000",Romania,Election for President,Held
"Nov. 11, 2000",Slovak Republic,Referendum,Held
"Nov. 11, 2000",Bosnia and Herzegovina,Election for Predstavnicki Dom (Bosnia and Herzegovina House of Representatives),Held
"Nov. 8, 2000",Arab Republic of Egypt,Election for Majlis Al-Sha'b (Egyptian People's Assembly),Held
"Nov. 7, 2000",United States of America,Election for President,Held
"Nov. 7, 2000",United States of America,Election for US House of Representatives,Held
"Nov. 7, 2000",United States of America,Election for US Senate,Held
"Nov. 5, 2000",Republic of Azerbaijan,Election for Milli Məclis (Azerbaijani National Assembly),Held
"Oct. 29, 2000",United Republic of Tanzania,Election for President,Held
"Oct. 29, 2000",Arab Republic of Egypt,Election for Majlis Al-Sha'b (Egyptian People's Assembly),Held
"Oct. 29, 2000",Kyrgyz Republic,Election for President,Held
"Oct. 22, 2000",Republic of Côte d'Ivoire,Election for President,Held
"Oct. 18, 2000",Arab Republic of Egypt,Election for Majlis Al-Sha'b (Egyptian People's Assembly),Held
"Oct. 15, 2000",Republic of Belarus,Election for Palata Predstaviteley (Belarusian Chamber of Representatives),Held
"Oct. 10, 2000",Democratic Socialist Republic of Sri Lanka,Election for Sri Lankan Parliament,Held
"Oct. 8, 2000",Republic of Poland,Election for President,Held
"Oct. 8, 2000",Republic of Lithuania,Election for Seimas (Lithuanian Parliament),Held
"Sept. 28, 2000",Kingdom of Denmark,Referendum,Held
"Sept. 24, 2000",Serbia and Montenegro,Election for President,Held
"Sept. 24, 2000",Swiss Confederation,Referendum,Held
"Sept. 24, 2000",French Republic,Referendum,Held
"Sept. 11, 2000",Republic of Mauritius,Election for Assemblée Nationale (Mauritian National Assembly),Held
"Sept. 10, 2000",Hong Kong Special Administrative Region,Election for Hong Kong Legislative Council,Held
"Sept. 3, 2000",Lebanese Republic,Election for Majlis al-Nuwab (Lebanese National Assembly),Held
"Aug. 27, 2000",Lebanese Republic,Election for Majlis al-Nuwab (Lebanese National Assembly),Held
"July 30, 2000",Bolivarian Republic of Venezuela,Election for President,Held
"July 30, 2000",Bolivarian Republic of Venezuela,Election for Asamblea Nacional (Venezuelan National Assembly),Held
"July 23, 2000",Republic of Côte d'Ivoire,Referendum,Held
"July 9, 2000",Republic of Haiti,Election for Chambre des Députés (Haitian Chamber of Deputies),Held
"July 9, 2000",Republic of Haiti,Election for Sénat (Haitian Senate),Held
"July 2, 2000",United Mexican States,Election for Camara de Senadores (Mexican Senate),Held
"July 2, 2000",Mongolia,Election for Ulsyn Ikh Khural (Mongolian State Great Hural),Held
"July 2, 2000",United Mexican States,Election for Camara de Diputados (Mexican Chamber of Deputies),Held
"July 2, 2000",United Mexican States,Election for President,Held
"June 29, 2000",Republic of Uganda,Referendum,Held
"June 25, 2000",Japan,Election for Shugiin (Japanese House of Representatives),Held
"May 28, 2000",Republic of Peru,Election for President,Held
"May 25, 2000",Republic of Suriname,Election for Nationale Assemblée (Surinamese National Assembly),Held
"May 21, 2000",Italian Republic,Referendum,Held
"May 21, 2000",Republic of Haiti,Election for Sénat (Haitian Senate),Held
"May 21, 2000",Republic of Haiti,Election for Chambre des Députés (Haitian Chamber of Deputies),Held
"May 16, 2000",Dominican Republic,Election for President,Held
"May 14, 2000",Federal Democratic Republic of Ethiopia,Election for Yehizb Tewokayoch Mekir Bete (Ethiopian House of People's Representatives),Held
"April 16, 2000",Ukraine,Referendum,Held
"April 13, 2000",Republic of Korea,Election for Kukhoe (South Korean National Assembly),Held
"April 9, 2000",Republic of Peru,Election for Congreso de la República (Peruvian Congress of the Republic),Held
"April 9, 2000",Republic of Peru,Election for President,Held
"April 9, 2000",Hellenic Republic,Election for Vouli ton Ellinon (Greek Parliament),Held
"April 9, 2000",Georgia,Election for President,Held
"March 26, 2000",Russian Federation,Election for President,Held
"March 12, 2000",Republic of El Salvador,Election for Asamblea Legislativa (Salvadorian Legislative Assembly),Held
"March 12, 2000",Autonomous Community of Andalusia,Election for Parlamento de Andalucia (Andalusian Parliament),Held
"March 12, 2000",Kingdom of Spain,Election for Senado (Spanish Senate),Held
"March 12, 2000",Kingdom of Spain,Election for Congreso de los Diputados (Spanish Congress of Deputies),Held
"March 4, 2000",Kingdom of Thailand,Election for Wuthisapha (Thai Senate),Held
"Feb. 27, 2000",Republic of Senegal,Election for President,Held
"Feb. 18, 2000",Islamic Republic of Iran,Election for Majles-e-Shura-ye-Eslami (Iranian Islamic Consultative Assembly),Held
"Feb. 12, 2000",Republic of Zimbabwe,Referendum,Held
"Feb. 6, 2000",Republic of Finland,Election for President,Held
"Jan. 27, 2000",Canada,Election for Chambre des Communes (Canadian House of Commons),Held
"Jan. 24, 2000",Republic of Croatia,Election for President,Held
"Jan. 16, 2000",Republic of Finland,Election for President,Held
"Jan. 16, 2000",Republic of Guinea-Bissau,Election for President,Held
"Jan. 16, 2000",Republic of Chile,Election for President,Held
"Jan. 15, 2000",Republic of Slovenia,Election for Državni Zbor (Slovenian National Assembly),Held
"Jan. 9, 2000",Republic of Uzbekistan,Election for President,Held
"Dec. 21, 1999",Democratic Socialist Republic of Sri Lanka,Election for President,Held
"Dec. 19, 1999",Russian Federation,Election for Gosudarstvennaya Duma (Russian Federal Duma),Held
"Dec. 15, 1999",Bolivarian Republic of Venezuela,Referendum,Held
"Dec. 12, 1999",Republic of Chile,Election for President,Held
"Dec. 3, 1999",Republic of Mozambique,Election for President,Held
"Dec. 3, 1999",Republic of Mozambique,Election for Assembleia da República (Mozambican Assembly ),Held
"Nov. 29, 1999",Malaysia,Election for Dewan Rakyat (Malaysian House of Representatives),Held
"Nov. 28, 1999",Republic of Guinea-Bissau,Election for Assembleia Nacional Popular (Bissau-Guinean People's National Assembly),Held
"Nov. 28, 1999",Republic of Guinea-Bissau,Election for President,Held
"Nov. 27, 1999",New Zealand,Election for New Zealand House of Representatives,Held
"Nov. 24, 1999",Republic of Niger,Election for President,Held
"Nov. 23, 1999",Oriental Republic of Uruguay,Election for President,Held
"Nov. 14, 1999",Ukraine,Election for President,Held
"Nov. 14, 1999",Republic of North Macedonia,Election for President,Held
"Nov. 6, 1999",Commonwealth of Australia,Referendum,Held
"Oct. 31, 1999",Ukraine,Election for President,Held
"Oct. 31, 1999",Georgia,Election for Sakartvelos Parlamenti (Georgian Parliament),Held
"Oct. 31, 1999",Republic of North Macedonia,Election for President,Held
"Oct. 31, 1999",Oriental Republic of Uruguay,Election for President,Held
"Oct. 24, 1999",Argentine Republic,Election for President,Held
"Oct. 24, 1999",Tunisian Republic,Referendum,Held
"Oct. 24, 1999",Swiss Confederation,Election for Nationalrat/Conseil National/Consiglio Nazionale (Swiss National Council),Held
"Oct. 24, 1999",Swiss Confederation,Election for Standerat/Conseil des Etats/ Consiglio degli Stati (Swiss Council of States),Held
"Oct. 17, 1999",Catalunya (Comunitat autònoma d'Espanya),Election for Parlament de Catalunya (Catalan Parliament),Held
"Oct. 17, 1999",Republic of Niger,Election for President,Held
"Oct. 10, 1999",Republic of Kazakhstan,Election for Mazhilis (Kazakh House of Representatives),Held
"Oct. 10, 1999",Portuguese Republic,Election for Assembleia da República (Portuguese Assembly of the Republic),Held
"Oct. 3, 1999",Republic of Austria,Election for Nationalrat (Austrian National Council),Held
"Oct. 3, 1999",Republic of India,Election for Lok Sabha (Indian People's Assembly),Held
"Sept. 25, 1999",Republic of India,Election for Lok Sabha (Indian People's Assembly),Held
"Sept. 23, 1999",Republic of Yemen,Election for President,Held
"Sept. 19, 1999",Central African Republic,Election for President,Held
"Sept. 18, 1999",Republic of India,Election for Lok Sabha (Indian People's Assembly),Held
"Sept. 11, 1999",Republic of India,Election for Lok Sabha (Indian People's Assembly),Held
"Sept. 5, 1999",Republic of India,Election for Lok Sabha (Indian People's Assembly),Held
"July 18, 1999",Republic of Niger,Referendum,Held
"July 3, 1999",State of Kuwait,Election for Majlis al-Umma (Kuwaiti National Assembly),Held
"June 16, 1999",Cook Islands,Election for Cook Islands Parliament,Held
"June 15, 1999",Republic of Malawi,Election for President,Held
"June 15, 1999",Republic of Malawi,Election for Malawian National Assembly,Held
"June 13, 1999",Kingdom of Belgium,Election for Senaat / Senat (Belgian Senate),Held
"June 13, 1999",Grand Duchy of Luxembourg,Election for Chambre des Députés (Luxembourg Chamber of Deputies),Held
"June 13, 1999",Kingdom of Belgium,Election for Volksvertegenwoordigers / Chambre des Representants (Belgian Chamber of Representatives),Held
"June 10, 1999",European Union,Election for European Parliament,Held
"June 2, 1999",Republic of South Africa,Election for South African National Assembly,Held
"May 30, 1999",Republic of Armenia,Election for Azgayin Zhoghov (Armenian National Assembly),Held
"May 29, 1999",Slovak Republic,Election for President,Held
"May 18, 1999",Republic of Iceland,Election for Althing (Icelandic Parliament),Held
"May 17, 1999",State of Israel,Election for Knesset (Israeli Knesset),Held
"May 15, 1999",Slovak Republic,Election for President,Held
"May 8, 1999",Republic of Fiji,Election for Fijian House of Representatives,Held
"May 6, 1999",Wales,Election for Cynulliad Cenedlaethol Cymru (National Assembly for Wales),Held
"May 6, 1999",Scotland,Election for Pàrlamaid na h-Alba (Scottish Parliament),Held
"May 2, 1999",Republic of Panama,Election for Asamblea Nacional (Panamanian National Assembly),Held
"May 2, 1999",Republic of Panama,Election for President,Held
"April 18, 1999",Italian Republic,Referendum,Held
"April 18, 1999",Republic of Turkey,Election for Türkiye Büyük Millet Meclisi (Grand National Assembly of Turkey),Held
"April 15, 1999",People's Democratic Republic of Algeria,Election for President,Held
"April 9, 1999",Republic of Djibouti,Election for President,Held
"March 30, 1999",Republic of Benin,Election for Assemblée Nationale (Beninese National Assembly),Held
"March 21, 1999",Republic of Finland,Election for Eduskunta (Finnish Parliament),Held
"March 21, 1999",Togolese Republic,Election for Assemblée nationale (Togolese National Assembly),Held
"March 11, 1999",Kingdom of Tonga,Election for Fale Alea (Tongan Legislative Assembly),Held
"March 9, 1999",Antigua and Barbuda,Election for Antiguan and Barbudan House of Representatives,Held
"March 7, 1999",Republic of Estonia,Election for Riigikogu (Estonian Parliament),Held
"March 7, 1999",Republic of El Salvador,Election for President,Held
"March 4, 1999",Anguilla,Election for Anguillian House of Assembly,Held
"March 2, 1999",Federated States Of Micronesia,Election for Congress of the Federated States of Micronesia,Held
"Feb. 20, 1999",Federal Republic of Nigeria,Election for Nigerian Senate,Held
"Feb. 20, 1999",Federal Republic of Nigeria,Election for President,Held
"Feb. 20, 1999",Federal Republic of Nigeria,Election for Nigerian House of Representatives,Held
"Feb. 10, 1999",Syrian Arab Republic,Referendum,Held
"Jan. 18, 1999",Grenada,Election for Grenadian House of Representatives,Held
"Jan. 10, 1999",Republic of Kazakhstan,Election for President,Held
"Dec. 14, 1998",Republic of Guinea,Election for President,Held
"Dec. 13, 1998",Central African Republic,Election for Assemblée Nationale (Central African National Assembly),Held
